"move.count","my.x","my.y","next.x","next.y","visits","utility"
11,"3","2","2","0",77,0.519480519480519
11,"3","2","2","4",124,0.42741935483871
11,"3","2","4","0",68,0.544117647058823
11,"3","2","4","4",74,0.527027027027027
11,"3","2","5","1",84,0.55952380952381
11,"3","2","5","3",115,0.382608695652174
11,"3","3","1","2",76,0.513157894736842
11,"3","3","1","4",72,0.472222222222222
11,"3","3","2","1",82,0.475609756097561
11,"3","3","2","5",75,0.493333333333333
11,"3","3","4","1",65,0.461538461538462
11,"3","3","4","5",81,0.54320987654321
11,"3","3","5","2",95,0.515789473684211
11,"3","3","5","4",78,0.487179487179487
11,"3","4","1","3",96,0.541666666666667
11,"3","4","1","5",85,0.435294117647059
11,"3","4","2","2",107,0.439252336448598
11,"3","4","2","6",84,0.511904761904762
11,"3","4","4","2",81,0.444444444444444
11,"3","4","4","6",90,0.522222222222222
11,"3","4","5","3",97,0.556701030927835
11,"3","4","5","5",93,0.462365591397849
11,"3","5","1","4",108,0.518518518518518
11,"3","5","1","6",90,0.511111111111111
11,"3","5","2","3",103,0.466019417475728
11,"3","5","4","3",73,0.410958904109589
11,"3","5","5","4",113,0.530973451327434
11,"3","5","5","6",102,0.450980392156863
11,"3","6","1","5",97,0.484536082474227
11,"3","6","2","4",109,0.357798165137615
11,"3","6","4","4",103,0.466019417475728
11,"3","6","5","5",121,0.388429752066116
11,"4","0","2","1",90,0.455555555555556
11,"4","0","3","2",61,0.508196721311475
11,"4","0","5","2",68,0.485294117647059
11,"4","0","6","1",65,0.569230769230769
11,"4","1","2","0",96,0.427083333333333
11,"4","1","2","2",87,0.551724137931034
11,"4","1","3","3",91,0.494505494505495
11,"4","1","5","3",103,0.446601941747573
11,"4","1","6","0",49,0.551020408163265
11,"4","1","6","2",83,0.602409638554217
11,"4","2","2","1",88,0.420454545454545
11,"4","2","2","3",116,0.405172413793103
11,"4","2","3","0",72,0.541666666666667
11,"4","2","3","4",90,0.411111111111111
11,"4","2","5","0",70,0.471428571428571
11,"4","2","5","4",114,0.5
11,"4","2","6","1",58,0.517241379310345
11,"4","2","6","3",103,0.388349514563107
11,"4","3","2","2",104,0.490384615384615
11,"4","3","2","4",103,0.524271844660194
11,"4","3","3","1",112,0.5
11,"4","3","3","5",107,0.523364485981308
11,"4","3","5","1",96,0.572916666666667
11,"4","3","5","5",91,0.538461538461538
11,"4","3","6","2",83,0.542168674698795
11,"4","3","6","4",79,0.556962025316456
11,"4","4","2","3",97,0.525773195876289
11,"4","4","2","5",122,0.467213114754098
11,"4","4","3","2",108,0.462962962962963
11,"4","4","3","6",100,0.47
11,"4","4","5","2",107,0.457943925233645
11,"4","4","5","6",81,0.530864197530864
11,"4","4","6","3",97,0.515463917525773
11,"4","4","6","5",68,0.455882352941176
11,"4","5","2","4",77,0.454545454545455
11,"4","5","2","6",103,0.495145631067961
11,"4","5","3","3",89,0.48314606741573
11,"4","5","5","3",98,0.469387755102041
11,"4","5","6","4",92,0.630434782608696
11,"4","5","6","6",75,0.48
11,"4","6","2","5",99,0.494949494949495
11,"4","6","3","4",86,0.453488372093023
11,"4","6","5","4",93,0.494623655913978
11,"4","6","6","5",86,0.430232558139535
11,"5","0","3","1",54,0.481481481481481
11,"5","0","4","2",73,0.616438356164384
11,"5","0","6","2",67,0.492537313432836
11,"5","1","3","0",109,0.486238532110092
11,"5","1","3","2",132,0.439393939393939
11,"5","1","4","3",102,0.480392156862745
11,"5","1","6","3",113,0.469026548672566
11,"5","2","3","1",103,0.524271844660194
11,"5","2","3","3",91,0.527472527472527
11,"5","2","4","0",95,0.589473684210526
11,"5","2","4","4",75,0.546666666666667
11,"5","2","6","0",51,0.607843137254902
11,"5","2","6","4",91,0.461538461538462
11,"5","3","3","2",104,0.509615384615385
11,"5","3","3","4",88,0.488636363636364
11,"5","3","4","1",102,0.401960784313726
11,"5","3","4","5",117,0.444444444444444
11,"5","3","6","1",92,0.445652173913043
11,"5","3","6","5",106,0.566037735849057
11,"5","4","3","3",85,0.541176470588235
11,"5","4","3","5",87,0.459770114942529
11,"5","4","4","2",85,0.541176470588235
11,"5","4","4","6",99,0.464646464646465
11,"5","4","6","2",97,0.56701030927835
11,"5","4","6","6",67,0.537313432835821
11,"5","5","3","4",98,0.540816326530612
11,"5","5","3","6",132,0.416666666666667
11,"5","5","4","3",101,0.475247524752475
11,"5","5","6","3",138,0.434782608695652
11,"5","6","3","5",94,0.48936170212766
11,"5","6","4","4",73,0.506849315068493
11,"5","6","6","4",95,0.494736842105263
11,"6","0","4","1",60,0.566666666666667
11,"6","0","5","2",52,0.384615384615385
11,"6","1","4","0",67,0.552238805970149
11,"6","1","4","2",75,0.546666666666667
11,"6","1","5","3",55,0.490909090909091
11,"6","2","4","1",102,0.480392156862745
11,"6","2","4","3",71,0.47887323943662
11,"6","2","5","0",72,0.472222222222222
11,"6","2","5","4",98,0.479591836734694
11,"6","3","4","2",114,0.508771929824561
11,"6","3","4","4",112,0.482142857142857
11,"6","3","5","1",128,0.390625
11,"6","3","5","5",96,0.489583333333333
11,"6","4","4","3",83,0.614457831325301
11,"6","4","4","5",109,0.477064220183486
11,"6","4","5","2",120,0.466666666666667
11,"6","4","5","6",105,0.476190476190476
11,"6","5","4","4",71,0.52112676056338
11,"6","5","4","6",95,0.494736842105263
11,"6","5","5","3",68,0.485294117647059
11,"6","6","4","5",46,0.369565217391304
11,"6","6","5","4",47,0.531914893617021
12,"0","0","1","2",55,0.509090909090909
12,"0","0","2","1",38,0.605263157894737
12,"0","1","1","3",77,0.584415584415584
12,"0","1","2","0",85,0.470588235294118
12,"0","1","2","2",72,0.666666666666667
12,"0","2","1","0",80,0.55
12,"0","2","1","4",72,0.555555555555556
12,"0","2","2","1",92,0.543478260869565
12,"0","2","2","3",63,0.571428571428571
12,"0","3","1","1",106,0.509433962264151
12,"0","3","1","5",110,0.490909090909091
12,"0","3","2","2",116,0.577586206896552
12,"0","3","2","4",108,0.564814814814815
12,"0","4","1","2",80,0.55
12,"0","4","1","6",84,0.464285714285714
12,"0","4","2","3",59,0.576271186440678
12,"0","4","2","5",79,0.468354430379747
12,"0","5","1","3",61,0.639344262295082
12,"0","5","2","4",76,0.657894736842105
12,"0","5","2","6",75,0.453333333333333
12,"0","6","1","4",49,0.63265306122449
12,"0","6","2","5",45,0.622222222222222
12,"1","0","0","2",88,0.534090909090909
12,"1","0","2","2",80,0.55
12,"1","0","3","1",96,0.614583333333333
12,"1","1","0","3",77,0.558441558441558
12,"1","1","2","3",78,0.474358974358974
12,"1","1","3","0",93,0.440860215053763
12,"1","1","3","2",88,0.613636363636364
12,"1","2","0","0",64,0.5625
12,"1","2","0","4",93,0.483870967741935
12,"1","2","2","0",99,0.515151515151515
12,"1","2","2","4",82,0.597560975609756
12,"1","2","3","1",89,0.539325842696629
12,"1","2","3","3",102,0.529411764705882
12,"1","3","0","1",89,0.50561797752809
12,"1","3","0","5",77,0.623376623376623
12,"1","3","2","1",122,0.434426229508197
12,"1","3","2","5",105,0.542857142857143
12,"1","3","3","2",67,0.537313432835821
12,"1","3","3","4",87,0.574712643678161
12,"1","4","0","2",104,0.519230769230769
12,"1","4","0","6",57,0.491228070175439
12,"1","4","2","2",92,0.423913043478261
12,"1","4","2","6",120,0.5
12,"1","4","3","3",88,0.522727272727273
12,"1","4","3","5",98,0.479591836734694
12,"1","5","0","3",77,0.545454545454545
12,"1","5","2","3",109,0.44954128440367
12,"1","5","3","4",80,0.4875
12,"1","5","3","6",87,0.471264367816092
12,"1","6","0","4",87,0.505747126436782
12,"1","6","2","4",78,0.58974358974359
12,"1","6","3","5",82,0.548780487804878
12,"2","0","0","1",91,0.571428571428571
12,"2","0","1","2",83,0.578313253012048
12,"2","0","3","2",65,0.507692307692308
12,"2","0","4","1",76,0.473684210526316
12,"2","1","0","0",69,0.536231884057971
12,"2","1","0","2",83,0.481927710843373
12,"2","1","1","3",96,0.59375
12,"2","1","3","3",89,0.550561797752809
12,"2","1","4","0",92,0.608695652173913
12,"2","1","4","2",92,0.565217391304348
12,"2","2","0","1",69,0.391304347826087
12,"2","2","0","3",92,0.467391304347826
12,"2","2","1","0",77,0.532467532467532
12,"2","2","1","4",108,0.527777777777778
12,"2","2","3","0",105,0.466666666666667
12,"2","2","3","4",75,0.453333333333333
12,"2","2","4","1",110,0.490909090909091
12,"2","2","4","3",72,0.472222222222222
12,"2","3","0","2",100,0.59
12,"2","3","0","4",81,0.518518518518518
12,"2","3","1","1",79,0.531645569620253
12,"2","3","1","5",110,0.518181818181818
12,"2","3","3","1",104,0.538461538461538
12,"2","3","3","5",109,0.495412844036697
12,"2","3","4","2",106,0.547169811320755
12,"2","3","4","4",94,0.574468085106383
12,"2","4","0","3",99,0.454545454545455
12,"2","4","0","5",70,0.542857142857143
12,"2","4","1","2",119,0.411764705882353
12,"2","4","1","6",68,0.529411764705882
12,"2","4","3","2",117,0.452991452991453
12,"2","4","3","6",98,0.469387755102041
12,"2","4","4","3",94,0.478723404255319
12,"2","4","4","5",94,0.5
12,"2","5","0","4",95,0.473684210526316
12,"2","5","0","6",67,0.641791044776119
12,"2","5","1","3",121,0.462809917355372
12,"2","5","3","3",102,0.509803921568627
12,"2","5","4","4",90,0.5
12,"2","5","4","6",95,0.505263157894737
12,"2","6","0","5",70,0.442857142857143
12,"2","6","1","4",110,0.490909090909091
12,"2","6","3","4",76,0.421052631578947
12,"2","6","4","5",94,0.51063829787234
12,"3","0","1","1",111,0.54954954954955
12,"3","0","2","2",111,0.513513513513513
12,"3","0","4","2",108,0.444444444444444
12,"3","0","5","1",83,0.518072289156627
12,"3","1","1","0",85,0.541176470588235
12,"3","1","1","2",100,0.53
12,"3","1","2","3",76,0.407894736842105
12,"3","1","4","3",85,0.505882352941176
12,"3","1","5","0",83,0.578313253012048
12,"3","1","5","2",102,0.558823529411765
12,"3","2","1","1",92,0.543478260869565
12,"3","2","1","3",118,0.449152542372881
12,"3","2","2","0",78,0.576923076923077
12,"3","2","2","4",100,0.46
12,"3","2","4","0",86,0.476744186046512
12,"3","2","4","4",103,0.456310679611651
12,"3","2","5","1",109,0.385321100917431
12,"3","2","5","3",142,0.507042253521127
12,"3","3","1","2",72,0.472222222222222
12,"3","3","1","4",77,0.480519480519481
12,"3","3","2","1",68,0.470588235294118
12,"3","3","2","5",80,0.5
12,"3","3","4","1",83,0.590361445783133
12,"3","3","4","5",66,0.575757575757576
12,"3","3","5","2",86,0.5
12,"3","3","5","4",65,0.523076923076923
12,"3","4","1","3",110,0.445454545454545
12,"3","4","1","5",88,0.488636363636364
12,"3","4","2","2",107,0.439252336448598
12,"3","4","2","6",81,0.580246913580247
12,"3","4","4","2",99,0.545454545454545
12,"3","4","4","6",70,0.457142857142857
12,"3","4","5","3",105,0.476190476190476
12,"3","4","5","5",99,0.474747474747475
12,"3","5","1","4",80,0.3375
12,"3","5","1","6",85,0.541176470588235
12,"3","5","2","3",82,0.48780487804878
12,"3","5","4","3",76,0.526315789473684
12,"3","5","5","4",105,0.457142857142857
12,"3","5","5","6",96,0.614583333333333
12,"3","6","1","5",93,0.462365591397849
12,"3","6","2","4",111,0.396396396396396
12,"3","6","4","4",103,0.466019417475728
12,"3","6","5","5",109,0.559633027522936
12,"4","0","2","1",75,0.533333333333333
12,"4","0","3","2",80,0.4875
12,"4","0","5","2",74,0.513513513513513
12,"4","0","6","1",63,0.587301587301587
12,"4","1","2","0",103,0.543689320388349
12,"4","1","2","2",87,0.540229885057471
12,"4","1","3","3",90,0.522222222222222
12,"4","1","5","3",89,0.48314606741573
12,"4","1","6","0",70,0.471428571428571
12,"4","1","6","2",92,0.554347826086957
12,"4","2","2","1",99,0.454545454545455
12,"4","2","2","3",97,0.402061855670103
12,"4","2","3","0",87,0.551724137931034
12,"4","2","3","4",76,0.526315789473684
12,"4","2","5","0",68,0.632352941176471
12,"4","2","5","4",100,0.44
12,"4","2","6","1",72,0.486111111111111
12,"4","2","6","3",92,0.510869565217391
12,"4","3","2","2",121,0.512396694214876
12,"4","3","2","4",100,0.54
12,"4","3","3","1",97,0.536082474226804
12,"4","3","3","5",116,0.560344827586207
12,"4","3","5","1",81,0.493827160493827
12,"4","3","5","5",90,0.488888888888889
12,"4","3","6","2",106,0.528301886792453
12,"4","3","6","4",96,0.5
12,"4","4","2","3",80,0.475
12,"4","4","2","5",103,0.504854368932039
12,"4","4","3","2",93,0.473118279569892
12,"4","4","3","6",92,0.445652173913043
12,"4","4","5","2",124,0.451612903225806
12,"4","4","5","6",71,0.52112676056338
12,"4","4","6","3",94,0.574468085106383
12,"4","4","6","5",67,0.552238805970149
12,"4","5","2","4",99,0.505050505050505
12,"4","5","2","6",104,0.461538461538462
12,"4","5","3","3",99,0.515151515151515
12,"4","5","5","3",106,0.490566037735849
12,"4","5","6","4",98,0.5
12,"4","5","6","6",64,0.453125
12,"4","6","2","5",111,0.459459459459459
12,"4","6","3","4",80,0.45
12,"4","6","5","4",83,0.469879518072289
12,"4","6","6","5",92,0.5
12,"5","0","3","1",78,0.538461538461538
12,"5","0","4","2",85,0.4
12,"5","0","6","2",73,0.575342465753425
12,"5","1","3","0",97,0.484536082474227
12,"5","1","3","2",92,0.467391304347826
12,"5","1","4","3",108,0.546296296296296
12,"5","1","6","3",85,0.435294117647059
12,"5","2","3","1",90,0.455555555555556
12,"5","2","3","3",77,0.597402597402597
12,"5","2","4","0",100,0.5
12,"5","2","4","4",89,0.539325842696629
12,"5","2","6","0",63,0.507936507936508
12,"5","2","6","4",94,0.638297872340426
12,"5","3","3","2",91,0.450549450549451
12,"5","3","3","4",87,0.471264367816092
12,"5","3","4","1",112,0.5
12,"5","3","4","5",103,0.504854368932039
12,"5","3","6","1",89,0.550561797752809
12,"5","3","6","5",105,0.466666666666667
12,"5","4","3","3",86,0.383720930232558
12,"5","4","3","5",87,0.482758620689655
12,"5","4","4","2",94,0.595744680851064
12,"5","4","4","6",97,0.45360824742268
12,"5","4","6","2",110,0.536363636363636
12,"5","4","6","6",72,0.486111111111111
12,"5","5","3","4",98,0.520408163265306
12,"5","5","3","6",98,0.571428571428571
12,"5","5","4","3",81,0.506172839506173
12,"5","5","6","3",107,0.448598130841121
12,"5","6","3","5",80,0.55
12,"5","6","4","4",88,0.522727272727273
12,"5","6","6","4",84,0.523809523809524
12,"6","0","4","1",45,0.488888888888889
12,"6","0","5","2",50,0.58
12,"6","1","4","0",84,0.523809523809524
12,"6","1","4","2",89,0.49438202247191
12,"6","1","5","3",81,0.45679012345679
12,"6","2","4","1",76,0.460526315789474
12,"6","2","4","3",69,0.376811594202899
12,"6","2","5","0",79,0.531645569620253
12,"6","2","5","4",94,0.51063829787234
12,"6","3","4","2",113,0.495575221238938
12,"6","3","4","4",125,0.512
12,"6","3","5","1",118,0.483050847457627
12,"6","3","5","5",119,0.521008403361345
12,"6","4","4","3",77,0.480519480519481
12,"6","4","4","5",87,0.517241379310345
12,"6","4","5","2",72,0.5
12,"6","4","5","6",82,0.475609756097561
12,"6","5","4","4",93,0.516129032258065
12,"6","5","4","6",81,0.493827160493827
12,"6","5","5","3",93,0.451612903225806
12,"6","6","4","5",43,0.488372093023256
12,"6","6","5","4",51,0.490196078431373
13,"0","0","1","2",56,0.625
13,"0","0","2","1",49,0.551020408163265
13,"0","1","1","3",66,0.560606060606061
13,"0","1","2","0",75,0.493333333333333
13,"0","1","2","2",83,0.626506024096386
13,"0","2","1","0",89,0.561797752808989
13,"0","2","1","4",88,0.454545454545455
13,"0","2","2","1",69,0.550724637681159
13,"0","2","2","3",54,0.481481481481481
13,"0","3","1","1",108,0.509259259259259
13,"0","3","1","5",78,0.58974358974359
13,"0","3","2","2",92,0.478260869565217
13,"0","3","2","4",108,0.481481481481481
13,"0","4","1","2",85,0.494117647058824
13,"0","4","1","6",85,0.541176470588235
13,"0","4","2","3",76,0.552631578947368
13,"0","4","2","5",71,0.464788732394366
13,"0","5","1","3",85,0.494117647058824
13,"0","5","2","4",76,0.513157894736842
13,"0","5","2","6",63,0.412698412698413
13,"0","6","1","4",46,0.58695652173913
13,"0","6","2","5",55,0.472727272727273
13,"1","0","0","2",66,0.636363636363636
13,"1","0","2","2",69,0.565217391304348
13,"1","0","3","1",74,0.5
13,"1","1","0","3",107,0.495327102803738
13,"1","1","2","3",89,0.50561797752809
13,"1","1","3","0",84,0.547619047619048
13,"1","1","3","2",95,0.589473684210526
13,"1","2","0","0",76,0.460526315789474
13,"1","2","0","4",79,0.430379746835443
13,"1","2","2","0",98,0.520408163265306
13,"1","2","2","4",100,0.42
13,"1","2","3","1",108,0.490740740740741
13,"1","2","3","3",90,0.511111111111111
13,"1","3","0","1",58,0.448275862068966
13,"1","3","0","5",90,0.488888888888889
13,"1","3","2","1",105,0.438095238095238
13,"1","3","2","5",113,0.548672566371681
13,"1","3","3","2",89,0.48314606741573
13,"1","3","3","4",93,0.333333333333333
13,"1","4","0","2",78,0.461538461538462
13,"1","4","0","6",70,0.428571428571429
13,"1","4","2","2",82,0.48780487804878
13,"1","4","2","6",93,0.559139784946237
13,"1","4","3","3",99,0.535353535353535
13,"1","4","3","5",109,0.532110091743119
13,"1","5","0","3",93,0.548387096774194
13,"1","5","2","3",85,0.447058823529412
13,"1","5","3","4",91,0.582417582417582
13,"1","5","3","6",95,0.473684210526316
13,"1","6","0","4",91,0.582417582417582
13,"1","6","2","4",69,0.492753623188406
13,"1","6","3","5",62,0.451612903225806
13,"2","0","0","1",81,0.530864197530864
13,"2","0","1","2",93,0.387096774193548
13,"2","0","3","2",74,0.513513513513513
13,"2","0","4","1",85,0.552941176470588
13,"2","1","0","0",71,0.52112676056338
13,"2","1","0","2",96,0.479166666666667
13,"2","1","1","3",96,0.416666666666667
13,"2","1","3","3",77,0.506493506493506
13,"2","1","4","0",82,0.353658536585366
13,"2","1","4","2",92,0.554347826086957
13,"2","2","0","1",57,0.473684210526316
13,"2","2","0","3",98,0.479591836734694
13,"2","2","1","0",87,0.574712643678161
13,"2","2","1","4",94,0.404255319148936
13,"2","2","3","0",107,0.523364485981308
13,"2","2","3","4",79,0.468354430379747
13,"2","2","4","1",115,0.565217391304348
13,"2","2","4","3",85,0.411764705882353
13,"2","3","0","2",80,0.625
13,"2","3","0","4",86,0.488372093023256
13,"2","3","1","1",91,0.406593406593407
13,"2","3","1","5",103,0.485436893203884
13,"2","3","3","1",107,0.514018691588785
13,"2","3","3","5",122,0.508196721311475
13,"2","3","4","2",98,0.530612244897959
13,"2","3","4","4",90,0.555555555555556
13,"2","4","0","3",92,0.467391304347826
13,"2","4","0","5",84,0.476190476190476
13,"2","4","1","2",105,0.466666666666667
13,"2","4","1","6",75,0.466666666666667
13,"2","4","3","2",86,0.383720930232558
13,"2","4","3","6",91,0.494505494505495
13,"2","4","4","3",92,0.489130434782609
13,"2","4","4","5",103,0.456310679611651
13,"2","5","0","4",96,0.479166666666667
13,"2","5","0","6",68,0.514705882352941
13,"2","5","1","3",95,0.389473684210526
13,"2","5","3","3",93,0.483870967741935
13,"2","5","4","4",77,0.428571428571429
13,"2","5","4","6",99,0.575757575757576
13,"2","6","0","5",92,0.510869565217391
13,"2","6","1","4",102,0.5
13,"2","6","3","4",77,0.571428571428571
13,"2","6","4","5",87,0.528735632183908
13,"3","0","1","1",83,0.518072289156627
13,"3","0","2","2",84,0.547619047619048
13,"3","0","4","2",114,0.464912280701754
13,"3","0","5","1",98,0.469387755102041
13,"3","1","1","0",81,0.530864197530864
13,"3","1","1","2",97,0.525773195876289
13,"3","1","2","3",101,0.455445544554455
13,"3","1","4","3",62,0.451612903225806
13,"3","1","5","0",81,0.592592592592593
13,"3","1","5","2",100,0.47
13,"3","2","1","1",98,0.530612244897959
13,"3","2","1","3",90,0.388888888888889
13,"3","2","2","0",106,0.471698113207547
13,"3","2","2","4",101,0.564356435643564
13,"3","2","4","0",88,0.511363636363636
13,"3","2","4","4",107,0.495327102803738
13,"3","2","5","1",99,0.414141414141414
13,"3","2","5","3",123,0.48780487804878
13,"3","3","1","2",85,0.4
13,"3","3","1","4",81,0.444444444444444
13,"3","3","2","1",86,0.534883720930233
13,"3","3","2","5",101,0.504950495049505
13,"3","3","4","1",88,0.590909090909091
13,"3","3","4","5",79,0.468354430379747
13,"3","3","5","2",81,0.567901234567901
13,"3","3","5","4",91,0.472527472527473
13,"3","4","1","3",87,0.471264367816092
13,"3","4","1","5",83,0.518072289156627
13,"3","4","2","2",95,0.421052631578947
13,"3","4","2","6",89,0.573033707865168
13,"3","4","4","2",98,0.377551020408163
13,"3","4","4","6",69,0.420289855072464
13,"3","4","5","3",94,0.446808510638298
13,"3","4","5","5",87,0.517241379310345
13,"3","5","1","4",113,0.557522123893805
13,"3","5","1","6",85,0.541176470588235
13,"3","5","2","3",84,0.404761904761905
13,"3","5","4","3",107,0.476635514018692
13,"3","5","5","4",100,0.56
13,"3","5","5","6",107,0.607476635514019
13,"3","6","1","5",119,0.504201680672269
13,"3","6","2","4",114,0.456140350877193
13,"3","6","4","4",112,0.455357142857143
13,"3","6","5","5",109,0.422018348623853
13,"4","0","2","1",77,0.558441558441558
13,"4","0","3","2",67,0.552238805970149
13,"4","0","5","2",82,0.524390243902439
13,"4","0","6","1",88,0.568181818181818
13,"4","1","2","0",80,0.525
13,"4","1","2","2",89,0.426966292134831
13,"4","1","3","3",93,0.526881720430108
13,"4","1","5","3",85,0.541176470588235
13,"4","1","6","0",59,0.474576271186441
13,"4","1","6","2",100,0.43
13,"4","2","2","1",120,0.45
13,"4","2","2","3",93,0.548387096774194
13,"4","2","3","0",75,0.48
13,"4","2","3","4",96,0.510416666666667
13,"4","2","5","0",58,0.586206896551724
13,"4","2","5","4",102,0.431372549019608
13,"4","2","6","1",69,0.565217391304348
13,"4","2","6","3",87,0.482758620689655
13,"4","3","2","2",77,0.493506493506494
13,"4","3","2","4",78,0.512820512820513
13,"4","3","3","1",84,0.428571428571429
13,"4","3","3","5",89,0.48314606741573
13,"4","3","5","1",87,0.574712643678161
13,"4","3","5","5",91,0.428571428571429
13,"4","3","6","2",97,0.525773195876289
13,"4","3","6","4",75,0.546666666666667
13,"4","4","2","3",78,0.487179487179487
13,"4","4","2","5",103,0.495145631067961
13,"4","4","3","2",66,0.5
13,"4","4","3","6",85,0.505882352941176
13,"4","4","5","2",104,0.442307692307692
13,"4","4","5","6",74,0.513513513513513
13,"4","4","6","3",90,0.533333333333333
13,"4","4","6","5",74,0.472972972972973
13,"4","5","2","4",103,0.398058252427184
13,"4","5","2","6",102,0.450980392156863
13,"4","5","3","3",86,0.511627906976744
13,"4","5","5","3",96,0.541666666666667
13,"4","5","6","4",102,0.509803921568627
13,"4","5","6","6",77,0.376623376623377
13,"4","6","2","5",101,0.465346534653465
13,"4","6","3","4",79,0.455696202531646
13,"4","6","5","4",105,0.466666666666667
13,"4","6","6","5",79,0.518987341772152
13,"5","0","3","1",73,0.506849315068493
13,"5","0","4","2",75,0.453333333333333
13,"5","0","6","2",91,0.516483516483517
13,"5","1","3","0",104,0.423076923076923
13,"5","1","3","2",102,0.549019607843137
13,"5","1","4","3",103,0.456310679611651
13,"5","1","6","3",109,0.532110091743119
13,"5","2","3","1",108,0.435185185185185
13,"5","2","3","3",99,0.434343434343434
13,"5","2","4","0",100,0.47
13,"5","2","4","4",85,0.435294117647059
13,"5","2","6","0",59,0.593220338983051
13,"5","2","6","4",109,0.431192660550459
13,"5","3","3","2",82,0.5
13,"5","3","3","4",76,0.460526315789474
13,"5","3","4","1",107,0.420560747663551
13,"5","3","4","5",87,0.413793103448276
13,"5","3","6","1",95,0.505263157894737
13,"5","3","6","5",87,0.494252873563218
13,"5","4","3","3",79,0.556962025316456
13,"5","4","3","5",98,0.520408163265306
13,"5","4","4","2",77,0.493506493506494
13,"5","4","4","6",121,0.504132231404959
13,"5","4","6","2",99,0.404040404040404
13,"5","4","6","6",64,0.53125
13,"5","5","3","4",89,0.460674157303371
13,"5","5","3","6",100,0.47
13,"5","5","4","3",79,0.481012658227848
13,"5","5","6","3",129,0.449612403100775
13,"5","6","3","5",106,0.462264150943396
13,"5","6","4","4",82,0.5
13,"5","6","6","4",95,0.515789473684211
13,"6","0","4","1",50,0.62
13,"6","0","5","2",47,0.574468085106383
13,"6","1","4","0",66,0.46969696969697
13,"6","1","4","2",76,0.578947368421053
13,"6","1","5","3",63,0.492063492063492
13,"6","2","4","1",93,0.591397849462366
13,"6","2","4","3",68,0.544117647058823
13,"6","2","5","0",82,0.51219512195122
13,"6","2","5","4",86,0.569767441860465
13,"6","3","4","2",112,0.392857142857143
13,"6","3","4","4",119,0.512605042016807
13,"6","3","5","1",107,0.429906542056075
13,"6","3","5","5",107,0.476635514018692
13,"6","4","4","3",64,0.484375
13,"6","4","4","5",84,0.488095238095238
13,"6","4","5","2",115,0.591304347826087
13,"6","4","5","6",91,0.527472527472527
13,"6","5","4","4",70,0.5
13,"6","5","4","6",99,0.555555555555556
13,"6","5","5","3",87,0.425287356321839
13,"6","6","4","5",61,0.590163934426229
13,"6","6","5","4",65,0.553846153846154
14,"0","0","1","2",62,0.596774193548387
14,"0","0","2","1",58,0.620689655172414
14,"0","1","1","3",74,0.513513513513513
14,"0","1","2","0",91,0.516483516483517
14,"0","1","2","2",78,0.5
14,"0","2","1","0",107,0.551401869158878
14,"0","2","1","4",79,0.569620253164557
14,"0","2","2","1",101,0.524752475247525
14,"0","2","2","3",86,0.476744186046512
14,"0","3","1","1",99,0.474747474747475
14,"0","3","1","5",86,0.441860465116279
14,"0","3","2","2",85,0.6
14,"0","3","2","4",71,0.507042253521127
14,"0","4","1","2",100,0.5
14,"0","4","1","6",82,0.463414634146341
14,"0","4","2","3",77,0.441558441558442
14,"0","4","2","5",93,0.559139784946237
14,"0","5","1","3",73,0.506849315068493
14,"0","5","2","4",68,0.573529411764706
14,"0","5","2","6",74,0.554054054054054
14,"0","6","1","4",61,0.704918032786885
14,"0","6","2","5",51,0.549019607843137
14,"1","0","0","2",81,0.617283950617284
14,"1","0","2","2",89,0.49438202247191
14,"1","0","3","1",67,0.552238805970149
14,"1","1","0","3",103,0.543689320388349
14,"1","1","2","3",100,0.51
14,"1","1","3","0",75,0.533333333333333
14,"1","1","3","2",104,0.557692307692308
14,"1","2","0","0",57,0.43859649122807
14,"1","2","0","4",93,0.516129032258065
14,"1","2","2","0",83,0.542168674698795
14,"1","2","2","4",81,0.617283950617284
14,"1","2","3","1",96,0.416666666666667
14,"1","2","3","3",90,0.433333333333333
14,"1","3","0","1",86,0.488372093023256
14,"1","3","0","5",88,0.477272727272727
14,"1","3","2","1",103,0.524271844660194
14,"1","3","2","5",116,0.448275862068966
14,"1","3","3","2",88,0.556818181818182
14,"1","3","3","4",94,0.553191489361702
14,"1","4","0","2",90,0.533333333333333
14,"1","4","0","6",60,0.483333333333333
14,"1","4","2","2",75,0.546666666666667
14,"1","4","2","6",84,0.44047619047619
14,"1","4","3","3",80,0.425
14,"1","4","3","5",100,0.5
14,"1","5","0","3",104,0.461538461538462
14,"1","5","2","3",82,0.5
14,"1","5","3","4",93,0.494623655913978
14,"1","5","3","6",120,0.508333333333333
14,"1","6","0","4",73,0.657534246575342
14,"1","6","2","4",82,0.451219512195122
14,"1","6","3","5",75,0.48
14,"2","0","0","1",95,0.557894736842105
14,"2","0","1","2",104,0.461538461538462
14,"2","0","3","2",77,0.571428571428571
14,"2","0","4","1",85,0.517647058823529
14,"2","1","0","0",56,0.446428571428571
14,"2","1","0","2",84,0.464285714285714
14,"2","1","1","3",72,0.444444444444444
14,"2","1","3","3",102,0.480392156862745
14,"2","1","4","0",86,0.604651162790698
14,"2","1","4","2",90,0.466666666666667
14,"2","2","0","1",72,0.513888888888889
14,"2","2","0","3",98,0.428571428571429
14,"2","2","1","0",82,0.585365853658537
