"move.count","my.x","my.y","next.x","next.y","visits","utility"
3,"4","0","5","2",149,0.530201342281879
3,"4","0","6","1",126,0.476190476190476
3,"4","1","2","0",74,0.486486486486487
3,"4","1","2","2",92,0.41304347826087
3,"4","1","3","3",58,0.396551724137931
3,"4","1","5","3",87,0.448275862068966
3,"4","1","6","0",59,0.406779661016949
3,"4","1","6","2",68,0.411764705882353
3,"4","2","2","1",58,0.46551724137931
3,"4","2","2","3",79,0.544303797468354
3,"4","2","3","0",65,0.476923076923077
3,"4","2","3","4",66,0.515151515151515
3,"4","2","5","0",54,0.425925925925926
3,"4","2","5","4",66,0.560606060606061
3,"4","2","6","1",49,0.530612244897959
3,"4","2","6","3",75,0.6
3,"4","3","2","2",71,0.464788732394366
3,"4","3","2","4",45,0.666666666666667
3,"4","3","3","1",62,0.725806451612903
3,"4","3","3","5",68,0.647058823529412
3,"4","3","5","1",47,0.574468085106383
3,"4","3","5","5",70,0.457142857142857
3,"4","3","6","2",43,0.511627906976744
3,"4","3","6","4",42,0.619047619047619
3,"4","4","2","3",51,0.294117647058824
3,"4","4","2","5",76,0.513157894736842
3,"4","4","3","2",71,0.535211267605634
3,"4","4","3","6",51,0.450980392156863
3,"4","4","5","2",75,0.466666666666667
3,"4","4","5","6",31,0.451612903225806
3,"4","4","6","3",63,0.555555555555556
3,"4","4","6","5",30,0.366666666666667
3,"4","5","2","4",106,0.5
3,"4","5","2","6",99,0.494949494949495
3,"4","5","3","3",59,0.542372881355932
3,"4","5","5","3",100,0.47
3,"4","5","6","4",91,0.417582417582418
3,"4","5","6","6",39,0.41025641025641
3,"4","6","2","5",116,0.5
3,"4","6","3","4",104,0.432692307692308
3,"4","6","5","4",114,0.570175438596491
3,"4","6","6","5",82,0.353658536585366
3,"5","0","3","1",182,0.467032967032967
3,"5","0","4","2",128,0.4609375
3,"5","0","6","2",130,0.530769230769231
3,"5","1","3","0",146,0.486301369863014
3,"5","1","3","2",123,0.439024390243902
3,"5","1","4","3",125,0.44
3,"5","1","6","3",142,0.366197183098592
3,"5","2","3","1",87,0.517241379310345
3,"5","2","3","3",75,0.573333333333333
3,"5","2","4","0",76,0.421052631578947
3,"5","2","4","4",103,0.41747572815534
3,"5","2","6","0",36,0.5
3,"5","2","6","4",71,0.563380281690141
3,"5","3","3","2",63,0.396825396825397
3,"5","3","3","4",59,0.355932203389831
3,"5","3","4","1",68,0.514705882352941
3,"5","3","4","5",66,0.454545454545455
3,"5","3","6","1",65,0.492307692307692
3,"5","3","6","5",63,0.507936507936508
3,"5","4","3","3",48,0.666666666666667
3,"5","4","3","5",101,0.495049504950495
3,"5","4","4","2",109,0.532110091743119
3,"5","4","4","6",71,0.422535211267606
3,"5","4","6","2",91,0.56043956043956
3,"5","4","6","6",36,0.472222222222222
3,"5","5","3","4",93,0.526881720430108
3,"5","5","3","6",92,0.489130434782609
3,"5","5","4","3",85,0.564705882352941
3,"5","5","6","3",82,0.536585365853659
3,"5","6","3","5",129,0.488372093023256
3,"5","6","4","4",123,0.447154471544715
3,"5","6","6","4",124,0.475806451612903
3,"6","0","4","1",182,0.620879120879121
3,"6","0","5","2",186,0.483870967741935
3,"6","1","4","0",146,0.575342465753425
3,"6","1","4","2",176,0.482954545454545
3,"6","1","5","3",166,0.578313253012048
3,"6","2","4","1",112,0.508928571428571
3,"6","2","4","3",101,0.504950495049505
3,"6","2","5","0",90,0.422222222222222
3,"6","2","5","4",105,0.523809523809524
3,"6","3","4","2",131,0.488549618320611
3,"6","3","4","4",113,0.36283185840708
3,"6","3","5","1",135,0.518518518518518
3,"6","3","5","5",141,0.475177304964539
3,"6","4","4","3",135,0.496296296296296
3,"6","4","4","5",153,0.522875816993464
3,"6","4","5","2",126,0.484126984126984
3,"6","4","5","6",116,0.508620689655172
3,"6","5","4","4",127,0.448818897637795
3,"6","5","4","6",113,0.469026548672566
3,"6","5","5","3",168,0.511904761904762
3,"6","6","4","5",196,0.418367346938776
3,"6","6","5","4",204,0.455882352941176
4,"0","0","1","2",48,0.5625
4,"0","0","2","1",36,0.694444444444444
4,"0","1","1","3",81,0.530864197530864
4,"0","1","2","0",40,0.775
4,"0","1","2","2",86,0.5
4,"0","2","1","0",70,0.557142857142857
4,"0","2","1","4",66,0.651515151515151
4,"0","2","2","1",78,0.564102564102564
4,"0","2","2","3",82,0.573170731707317
4,"0","3","1","1",80,0.5625
4,"0","3","1","5",97,0.65979381443299
4,"0","3","2","2",119,0.53781512605042
4,"0","3","2","4",112,0.598214285714286
4,"0","4","1","2",67,0.492537313432836
4,"0","4","1","6",60,0.516666666666667
4,"0","4","2","3",85,0.517647058823529
4,"0","4","2","5",65,0.492307692307692
4,"0","5","1","3",85,0.623529411764706
4,"0","5","2","4",83,0.566265060240964
4,"0","5","2","6",59,0.711864406779661
4,"0","6","1","4",34,0.529411764705882
4,"0","6","2","5",59,0.474576271186441
4,"1","0","0","2",58,0.379310344827586
4,"1","0","2","2",95,0.494736842105263
4,"1","0","3","1",79,0.430379746835443
4,"1","1","0","3",72,0.541666666666667
4,"1","1","2","3",73,0.575342465753425
4,"1","1","3","0",56,0.607142857142857
4,"1","1","3","2",78,0.551282051282051
4,"1","2","0","0",53,0.528301886792453
4,"1","2","0","4",114,0.543859649122807
4,"1","2","2","0",91,0.472527472527473
4,"1","2","2","4",124,0.483870967741935
4,"1","2","3","1",145,0.475862068965517
4,"1","2","3","3",85,0.517647058823529
4,"1","3","0","1",71,0.591549295774648
4,"1","3","0","5",64,0.453125
4,"1","3","2","1",123,0.504065040650406
4,"1","3","2","5",122,0.450819672131148
4,"1","3","3","2",150,0.493333333333333
4,"1","3","3","4",102,0.558823529411765
4,"1","4","0","2",85,0.529411764705882
4,"1","4","0","6",48,0.520833333333333
4,"1","4","2","2",132,0.409090909090909
4,"1","4","2","6",91,0.538461538461538
4,"1","4","3","3",95,0.547368421052632
4,"1","4","3","5",148,0.513513513513513
4,"1","5","0","3",66,0.454545454545455
4,"1","5","2","3",78,0.551282051282051
4,"1","5","3","4",83,0.457831325301205
4,"1","5","3","6",86,0.593023255813954
4,"1","6","0","4",41,0.609756097560976
4,"1","6","2","4",63,0.492063492063492
4,"1","6","3","5",64,0.65625
4,"2","0","0","1",72,0.513888888888889
4,"2","0","1","2",78,0.564102564102564
4,"2","0","3","2",86,0.523255813953488
4,"2","0","4","1",86,0.569767441860465
4,"2","1","0","0",46,0.456521739130435
4,"2","1","0","2",107,0.560747663551402
4,"2","1","1","3",144,0.423611111111111
4,"2","1","3","3",97,0.463917525773196
4,"2","1","4","0",105,0.495238095238095
4,"2","1","4","2",152,0.506578947368421
4,"2","2","0","1",58,0.482758620689655
4,"2","2","0","3",110,0.463636363636364
4,"2","2","1","0",57,0.649122807017544
4,"2","2","1","4",129,0.341085271317829
4,"2","2","3","0",90,0.444444444444444
4,"2","2","3","4",112,0.580357142857143
4,"2","2","4","1",156,0.378205128205128
4,"2","2","4","3",102,0.392156862745098
4,"2","3","0","2",62,0.516129032258065
4,"2","3","0","4",61,0.508196721311475
4,"2","3","1","1",89,0.471910112359551
4,"2","3","1","5",105,0.466666666666667
4,"2","3","3","1",140,0.485714285714286
4,"2","3","3","5",142,0.401408450704225
4,"2","3","4","2",108,0.388888888888889
4,"2","3","4","4",104,0.451923076923077
4,"2","4","0","3",115,0.556521739130435
4,"2","4","0","5",52,0.5
4,"2","4","1","2",109,0.467889908256881
4,"2","4","1","6",58,0.637931034482759
4,"2","4","3","2",131,0.488549618320611
4,"2","4","3","6",115,0.504347826086956
4,"2","4","4","3",117,0.547008547008547
4,"2","4","4","5",100,0.51
4,"2","5","0","4",101,0.425742574257426
4,"2","5","0","6",50,0.46
4,"2","5","1","3",147,0.476190476190476
4,"2","5","3","3",83,0.63855421686747
4,"2","5","4","4",136,0.455882352941176
4,"2","5","4","6",139,0.510791366906475
4,"2","6","0","5",59,0.542372881355932
4,"2","6","1","4",79,0.506329113924051
4,"2","6","3","4",81,0.45679012345679
4,"2","6","4","5",83,0.493975903614458
4,"3","0","1","1",76,0.618421052631579
4,"3","0","2","2",113,0.592920353982301
4,"3","0","4","2",79,0.506329113924051
4,"3","0","5","1",88,0.477272727272727
4,"3","1","1","0",75,0.626666666666667
4,"3","1","1","2",102,0.46078431372549
4,"3","1","2","3",123,0.504065040650406
4,"3","1","4","3",98,0.469387755102041
4,"3","1","5","0",80,0.525
4,"3","1","5","2",119,0.521008403361345
4,"3","2","1","1",77,0.467532467532468
4,"3","2","1","3",140,0.521428571428571
4,"3","2","2","0",68,0.632352941176471
4,"3","2","2","4",125,0.504
4,"3","2","4","0",77,0.532467532467532
4,"3","2","4","4",111,0.513513513513513
4,"3","2","5","1",98,0.438775510204082
4,"3","2","5","3",142,0.492957746478873
4,"3","3","1","2",65,0.430769230769231
4,"3","3","1","4",59,0.508474576271186
4,"3","3","2","1",45,0.488888888888889
4,"3","3","2","5",66,0.53030303030303
4,"3","3","4","1",62,0.548387096774194
4,"3","3","4","5",60,0.466666666666667
4,"3","3","5","2",46,0.58695652173913
4,"3","3","5","4",69,0.608695652173913
4,"3","4","1","3",156,0.538461538461538
4,"3","4","1","5",84,0.488095238095238
4,"3","4","2","2",104,0.471153846153846
4,"3","4","2","6",63,0.571428571428571
4,"3","4","4","2",105,0.447619047619048
4,"3","4","4","6",57,0.578947368421053
4,"3","4","5","3",109,0.541284403669725
4,"3","4","5","5",77,0.571428571428571
4,"3","5","1","4",106,0.518867924528302
4,"3","5","1","6",83,0.650602409638554
4,"3","5","2","3",137,0.489051094890511
4,"3","5","4","3",121,0.504132231404959
4,"3","5","5","4",93,0.419354838709677
4,"3","5","5","6",100,0.54
4,"3","6","1","5",93,0.483870967741935
4,"3","6","2","4",114,0.491228070175439
4,"3","6","4","4",96,0.5625
4,"3","6","5","5",86,0.546511627906977
4,"4","0","2","1",81,0.432098765432099
4,"4","0","3","2",120,0.516666666666667
4,"4","0","5","2",85,0.458823529411765
4,"4","0","6","1",60,0.566666666666667
4,"4","1","2","0",107,0.588785046728972
4,"4","1","2","2",152,0.453947368421053
4,"4","1","3","3",73,0.643835616438356
4,"4","1","5","3",136,0.514705882352941
4,"4","1","6","0",50,0.44
4,"4","1","6","2",121,0.495867768595041
4,"4","2","2","1",99,0.505050505050505
4,"4","2","2","3",144,0.472222222222222
4,"4","2","3","0",121,0.446280991735537
4,"4","2","3","4",117,0.461538461538462
4,"4","2","5","0",48,0.5
4,"4","2","5","4",94,0.5
4,"4","2","6","1",61,0.475409836065574
4,"4","2","6","3",130,0.538461538461538
4,"4","3","2","2",112,0.473214285714286
4,"4","3","2","4",89,0.50561797752809
4,"4","3","3","1",108,0.611111111111111
4,"4","3","3","5",100,0.64
4,"4","3","5","1",89,0.51685393258427
4,"4","3","5","5",74,0.486486486486487
4,"4","3","6","2",71,0.577464788732394
4,"4","3","6","4",35,0.514285714285714
4,"4","4","2","3",109,0.440366972477064
4,"4","4","2","5",95,0.494736842105263
4,"4","4","3","2",121,0.512396694214876
4,"4","4","3","6",109,0.385321100917431
4,"4","4","5","2",83,0.469879518072289
4,"4","4","5","6",56,0.446428571428571
4,"4","4","6","3",101,0.584158415841584
4,"4","4","6","5",45,0.466666666666667
4,"4","5","2","4",130,0.538461538461538
4,"4","5","2","6",118,0.466101694915254
4,"4","5","3","3",89,0.528089887640449
4,"4","5","5","3",143,0.405594405594406
4,"4","5","6","4",118,0.466101694915254
4,"4","5","6","6",57,0.43859649122807
4,"4","6","2","5",89,0.438202247191011
4,"4","6","3","4",80,0.4
4,"4","6","5","4",85,0.494117647058824
4,"4","6","6","5",65,0.507692307692308
4,"5","0","3","1",65,0.615384615384615
4,"5","0","4","2",62,0.483870967741935
4,"5","0","6","2",67,0.641791044776119
4,"5","1","3","0",90,0.522222222222222
4,"5","1","3","2",113,0.353982300884956
4,"5","1","4","3",78,0.461538461538462
4,"5","1","6","3",57,0.508771929824561
4,"5","2","3","1",172,0.465116279069767
